Source,Igbo,Hausa,Yoruba
Water levels in rivers and wells are dropping. Communities should plan ahead and store clean drinking water.,Ogo mmiri dị n'osimiri na omi na-ebelata. Ndị obodo kwesịrị ịtụpụta arọ ma chekwaa mmiri ọṅụṅụ dị ọcha.,Matakin ruwa a koguna da rijiyoyi na yin ƙasa. Ya kamata jama’a su shirya da wuri kuma su ajiye ruwan sha mai tsafta.,"Omi tó wà nínú àwọn odò àtàwọn kànga ti ń dín kù. Ó yẹ káwọn aráàlú máa wéwèé ohun tí wọ́n máa ṣe, kí wọ́n sì máa tọ́jú omi tó mọ́ tónítóní."
"Drought conditions can lead to food shortages. Support local farmers, and avoid unnecessary food waste.","Oké ọkọchị nwere ike ibute ụkọ nri. Kwado ndị ọrụ ugbo nọ n'ime obodo, ma zere imefusị ihe oriri n'ụzọ na-enweghị isi.","Fari na iya jawo ƙarancin abinci. A tallafa wa manoma na cikin gida, kuma a guji ɓarnatar da abinci ba dalili.","Ọ̀dá lè fa àìtó oúnjẹ. Ẹ máa ṣètìlẹ́yìn fún àwọn àgbẹ̀ tó wà ládùúgbò yín, ẹ má sì máa fi oúnjẹ ṣòfò."
"If you rely on a borehole, check its depth regularly. Overuse can dry it up faster in extreme heat.","Ọ bụrụ na ị chekwubere mmiri a gbapuru agbapu, lelee umi ya mgbe ọbụla. Oke iji ya eme ihe na-eme ya ọ taa ọsịsọ n'oké okpomọkụ.","Idan kun dogara da rijiyar burtsatse, kuna duba zurfinta akai-akai. Amfani da ita da yawa na iya busar da ita da sauri cikin zafi mai tsanani.","Tó bá jẹ́ pé bọ́ọ́hoò lo gbẹ́kẹ̀ lé, máa ṣàyẹ̀wò bó ṣe jìn déédéé. Tí wọ́n bá ń lò ó ju bó ṣe yẹ lọ, ó lè tètè gbẹ nínú ooru."
Livestock can suffer in extreme heat too. Ensure they have enough water and shade during the day.,Anụ ụlọ nwekwara ike ịta ahụhụ n'oke okpomọkụ. Gbaa mbọ hụ na ha nwere mmiri na ndo n'ehihie.,Dabbobin gida na iya shan wahala cikin zafi mai tsanani. Ku tabbatar suna da ruwa da inuwa isassu a cikin yini.,Ìgbésí ayé àwọn ẹran ọ̀sìn náà lè nira nínú ooru tó ń mú gan-an. Rí i dájú pé wọ́n ń mu omi tó pọ̀ tó àti pé wọ́n wà ní ibòji lọ́sàn-án.
"The electricity demand will be high. If you have a backup power plan, make sure it’s ready.","Ndị ga-eji ọkụ eletrik mee ihe ga-ehi nne. Ọ bụrụ na ị nwere arọ ọzọ, hụ na ị kwadoro ya.","Buƙatar wutar lantarki za ta ƙaru. Idan kuna da madadin wutar lantarki, ku tabbatar da cewa yana shirye.","Àìmọye èèyàn ló máa nílò iná mànàmáná. Ti o ba ni eto agbara afẹyinti, rii daju pe o ṣetan."
"Harmattan dust is in the air. If you have asthma or breathing issues, wear a mask and keep windows closed when possible.","Uzuzu ụgụrụ dị n'ikuku. Ọ bụrụ na ị na-arịa ụkwara ume ọkụ maọbụ nsogbu iku ume , na-eyi ihe mkpuchi ihu ma na-emechi windo mgbe o kwere mee .","Ƙurar lokacin sanyi a cikin iska ta ke. Idan kuna da cutar asma ko matsalar numfashi, ku sa takunkumin fusku kuma ku rufe tagogi idan zai yiwu.","Erùpẹ̀ Ọyẹ́ wà nínú afẹ́fẹ́. Bí o bá ní àrùn ikọ́ fée tàbí ìṣòro síséèémí, lo ìbòjú àti kí o pa wíńdò tí ó bá ṣeé ṣe."
"The dry season is here, moisturize your skin and lips to prevent cracking. Stay hydrated too!","Oge ọkọchị abịala, tee ude n'ahụ gị na egbugbere ọnụ gị iji gbochie mgbawa. Na-aṅụkwa mmiri nke ọma!",Lokacin bazara ya zo. Ku shafa mai a fatar jikinku da leɓenku don hana tsagewar fata da leɓe. Ku kasance da ruwa a jiki.,"Àkókò ọ̀dá ti dé, máa fi omi sí awọ ara rẹ àti ètè rẹ kó o má bàa ní àlàfo. Máa mu omi dáadáa!"
Harmattan dust can damage electronics. Cover your devices when not in use to prevent dust buildup.,Uzuzu ụgụrụị nwere ike imebi ngwá eletrọnik. Kpuchie ngwá ọrụ gị mgbe ị jighị ha eme ihe iji gbochie uzuzu.,Ƙurar lokacin sanyi na iya lalata kayan lantarki. Ku rufe na'urorinku lokacin da ba kwa amfani da su ba don hana taruwar ƙura.,Erùpẹ̀ ọyẹ́ lè ba ẹ̀rọ ìgbàlódé jẹ́. Fi nǹkan bo àwọn ohun èlò rẹ nígbà tí o kò bá lò wọ́n kí eruku má bàa kóra jọ.
"Poor visibility on roads due to harmattan haze. If you’re driving, use headlights and reduce speed.","Ahụghị ụzọ nke ọma n'okporo ụzọ n'ihi ụgụrụ. Ọ bụrụ na ị na-anya ụgbọala, jiri ọkụ ụgbọala ma belata ọsọ.","Akwai rashin kallon hanya da kyau saboda ƙurar lokacin sanyi. Idan kuna tuƙi, ku kunna fitilun gaban mota ku kuma rage gudu.","Ìwòye tí kò dára lórí àwọn òpópónà nítorí ìkùukùu harmattan. Tó o bá ń wakọ̀, lo fìtílà iwájú kó o sì dín eré kù."
"Air pollution levels are high today. If you work outdoors, take breaks in fresh air whenever possible.","Ogo ikuku meruru emeru kaa nkụ taa. Ọ bụrụ na ị na-arụ ọrụ n'èzí, zuo ike n'ebe e nwere ikuku dị ọcha mgbe ọbụla o kwere mee.","Gurɓatar iska yana da yawa yau. Idan kuna aiki a waje, kuna hutawa a wuraren da ke da iska mai kyau idan zai yiwu.","Ọ̀pọ̀ nǹkan ló ń ba afẹ́fẹ́ jẹ́ lóde òní. Tó o bá ń ṣiṣẹ́ níta, máa gba atẹ́gùn tó mọ́ ní gbogbo ìgbà tó bá ṣeé ṣe."
Burning waste can worsen air pollution. Dispose of trash responsibly and avoid open fires.,Ịgba ahịhịa ọkụ nwere ike ịbawanye mmetọ ikuku. Kpofuo ahịhịa n'ụzọ kwesịrị ekwesị ma zere ọkụ na-agba n'ama.,Ƙona shara na iya ƙara gurɓatar iska. Zubar da shara yadda ya kamata kuma ku guji kona ta a fili.,"Ó ṣeé ṣe kí sísun pàǹtírí túbọ̀ ba afẹ́fẹ́ jẹ́. Má ṣe máa da pàǹtírí, má sì ṣe dáná."
Harmattan can dry out stored food quickly. Keep food items in airtight containers to prevent spoilage.,Ụgụrụ nwere ike ịkpọnwụ nri e chekwara echekwa ọsịsọ. Tinye nri n'ebe ikuku agaghị aba ya ka ọ ghara imebi.,Lokacin sanyi na busar da abinci da aka ajiye da sauri. Ajiye kayan abinci a cikin rufaffun ma’adanai don hana lalacewa.,Ọyẹ́ lè tètè gbẹ àwọn oúnjẹ tó bá wà nípamọ́. Má ṣe jẹ́ kí oúnjẹ bà jẹ́ bó o bá gbé e sínú ohun tí kò ní jẹ́ kí atẹ́gùn wọ̀ ọ́.
"Breathing dry, dusty air can cause throat irritation. Drink warm water with honey to soothe it.",Ikuru ikuku kpọrọ nkụ nwere uzuzu na-ebute nsogbu n'akpịrị. Na-aṅụ mmiri ọkụ na mmanụ aṅụ iji belata ya.,Shaƙar busasshiyar iska mai ƙura na iya jawo ƙaiƙayin maƙogwaro. Sha ruwan ɗumi da zuma don daidaita maƙogwaronku.,"Èémí gbígbóná, tó ní eruku nínú lè mú kí ọ̀fun máa wú. Omi gbígbóná pẹ̀lú oyin ni kó o mu kí ara rẹ yá."
Use a wet cloth to clean surfaces daily. Dust from harmattan settles quickly inside homes.,Jiri ákwà dị mmiri mmiri na-ehicha elu ihe kwa ụbọchị. Uzuzu nke ụgụrụ na-aba n'ụlọ ọsịsọ.,Yi amfani da zane mai laushi da ruwa wajen goge ƙasa kullum. Ƙurar lokacin sanyi na taruwa cikin sauri a gida.,Máa fi aṣọ tutù nu àwọn nǹkan tó o bá ń lò lójoojúmọ́. Erùpẹ̀ ọyẹ́ máa ń tètè kó sínú ilé.
Check in on older people during harmattan. They are more vulnerable to respiratory problems.,Leruo ndị agadi anya n'oge ụgụrụ. Ha na-aka enwe nsogbu n'iku ume.,Kuna duba tsofaffi a lokacin sanyi. Sun fi yiwuwar haɗuwa da cututtukan numfashi.,Wá àwọn àgbàlagbà wò nígbà tí ọyẹ́ bá ń lọ lọ́wọ́. Àwọn ló máa ń tètè níṣòro ọ̀nà tí wọ́n fi ń mí.
"Strong winds are expected today. Secure roofs, doors, and windows before the storm starts.","A tụrụ anya na oke ifufe ga-ekusi ike taa. Mechie gbamgbam,ọnụ ụzọ, na windo tupu ebili mmiri amalite.","Ana sa ran iska mai ƙarfi yau. Ku gyara rufin ɗaki, kuma ku kulle ƙofofi da tagogi kafin guguwa ta fara.","A retí pé kí afẹ́fẹ́ líle máa jà lónìí. Ṣọ́ àwọn òrùlé, ilẹ̀kùn, àti fèrèsé kó tó di pé ìjì náà bẹ̀rẹ̀."
Flying debris can be dangerous. Keep lightweight objects like buckets and plastic chairs indoors.,Iberibe ihe na-efe efe adịghị mma. Debe ihe ndị dị mfe dịka bọket na oche plastik n'ime ụlọ.,Tarkace masu shawagi na iya zama haɗari. Ku saka ƙananan kayan amfani kamar guga da kujerun roba a cikin ɗaki.,"Ó léwu gan-an téèyàn bá ń rí àwọn ìdọ̀tí tó ń fò lójú òfuurufú. Má ṣe kó àwọn nǹkan tó rọrùn láti lò mọ́lé, irú bí àwọn korobá àti àga oníke."
"If you see tree branches shaking violently, move away. Falling branches can cause serious injuries.","Ọ bụrụ na ị hụ alaka osisi ka ha na-ama jijiji, si ebe ahụ pụọ. Alaka osisi ndị na-ada nwere ike imerụ mmadụ ahụ́ nke ukwuu.","Idan kuka ga rassan itatuwa suna girgiza da ƙarfi, ku nesance su. Rassan da ke faɗowa na iya jawo mummunan rauni.","Tó o bá rí i pé àwọn ẹ̀ka igi ń mì tìtì, tètè kúrò níbẹ̀. Àwọn ẹ̀ka igi tó bá já bọ́ lè ṣe èèyàn léṣe gan-an."
Lightning strikes are more common during storms. Avoid standing under tall trees or using metal objects outside.,A na-enwekarị oke amụma mmiri n'oge ebili mmiri. Zere ịkwụ n'okpuru osisi toro ogologo maọbụ iji ihe ígwè ihe n'èzí.,Hasken walƙiya yakan fi yawa yayin hadari. Guji tsayawa ƙarƙashin manyan itatuwa ko amfani da ƙarfe a waje.,Ìjì sábà máa ń jà nígbà tí mànàmáná bá ń sán. Má ṣe dúró sábẹ́ àwọn igi gíga tàbí kó o máa lo àwọn ohun èlò onírin níta.
Power outages may happen after strong winds. Have a flashlight and backup power ready.,E nwere ike iwe ọkụ ma oke ifufe kuo. Kwado ọkụ mpanaka na ọkụ ọzọ.,Ana iya samun katsewar wutar lantarki bayan iska mai ƙarfi. Ku tanadi fitilar hannu da wata hanyar samun wuta.,Ìdínà iná mànàmáná lè wáyé lẹ́yìn afẹ́fẹ́ líle. Mú fìtílà àti agbára ààbò wà ní sẹ́nu.
"Storms can damage weak buildings. If your home has cracks or an unstable roof, consider reinforcing it before bad weather arrives.","Ebili mmiri nwere ike imebi ụlọ na-esighị ike. Ọ bụrụ na mgbidi ụlọ gị nwere ebe gbawara agbawa maọbụ na gbamgbam gị anọsighị ike, rụọ ya tupu ọnọdụ ihu igwe ọjọọ amalite.","Guguwa na iya lalata gine-gine marasa ƙarfi. Idan gidanku ba shi da ƙarfi, a gyara kafin yanayi ya lalace.","Ìjì lè ba àwọn ilé tí kò fi bẹ́ẹ̀ lágbára jẹ́. Tó bá jẹ́ pé òrùlé ilé rẹ ti fọ́ tàbí tí òrùlé náà kò dúró dáadáa, o lè wá nǹkan ṣe sí i kó tó di pé ojú ọjọ́ bẹ̀rẹ̀ sí í le."
Expect disruptions in mobile networks during storms. Charge your phone ahead of time and keep emergency contacts saved.,Tụọ anya na netwọk mkpanaka n'oge ebili mmiri ga-aghasasị. Tinye ekwentị gị n'ọkụ n'oge ma debe kọntaktị i nwere ike ịkpọ ma e nwee ihe mberede.,Ku sa ran samun cikas a wayoyin hanyoyin sadarwa yayin guguwa. Yi cajin wayarku da wuri kuma ku tanadi lambobin gaggawa.,"O yẹ ki o reti awọn idilọwọ ninu awọn nẹtiwọọki alagbeka lakoko awọn iji. Máa fi fóònù rẹ ṣírò bí nǹkan ṣe ń lọ, kó o sì máa tọ́jú àwọn fóònù tí wọ́n bá fi ránṣẹ́ sí ẹ nígbà pàjáwìrì."
Heavy winds can cause boats to capsize. Fishermen should avoid deep waters until conditions are safe.,Oké ifufe nwere ike ime ka ụgbọ mmiri kpuo. Ndị ọkụ azụ̀ kwesịrị izere mmiri miri emi ruo mgbe ọnọdụ dị mma.,Iska mai ƙarfi na iya kifar da ƙananan jiragen ruwa. Masunta su guji shiga ruwa mai zurfi har sai yanayi ya daidaita.,Ẹ̀fúùfù líle lè mú kí ọkọ̀ ojú omi rì. Àwọn apẹja gbọ́dọ̀ yẹra fún lílọ síbi omi jíjìn títí dìgbà tí ọ̀ràn náà á fi dáwọ́ dúró.
"If a storm is approaching, don’t wait till it’s close to seek shelter. Move to a safe place as soon as possible.","Ọ bụrụ na ebili mmiri na-achọ ịmalite, e chela ka ọ malite tupu ị chọwa ndo. Gaa n'ebe ndo dị ozugbo.","Idan guguwa na zuwa, kada ku jira sai ta kusanto kafin neman mafaka. Ku koma inda ya fi aminci da wuri.","Tí ìjì bá ń rọ̀, má ṣe dúró dìgbà tó máa rọ̀ kó o tó wá ibi tó o máa sá sí. Ẹ tètè lọ síbi tí kò léwu."
"Many people get nosebleeds during harmattan. If this happens, lean forward slightly and pinch your nostrils for a few minutes.","Ọtụtụ ndị mmadụ na-enwe ezi imi n'oge ụgụrụ. Ọ bụrụ na nke a mee, butuo ihu obere ma tụọ imi gị mbọ ruo nkeji olenaole.","Yawancin mutane na yin haɓo lokacin sanyi. Idan hakan ya faru, ku sunkuyar da kai ku matse hancin na 'yan mintuna.","Ọ̀pọ̀ èèyàn ló máa ń ní ẹ̀jẹ̀ imú nígbà harmattan. Tó bá ṣẹlẹ̀ bẹ́ẹ̀, tẹjú mọ́ ọn díẹ̀, kó o sì fi ọwọ́ tẹ ihò imú rẹ fún ìṣẹ́jú díẹ̀."
Strong winds can lift weak roofs. Check your home for loose sheets or unstable structures.,Ifufe siri ike nwere ike iwepụ gbamgbam na-esighị ike. Leruo ụlọ gị anya ka ị hụ ma è nwere gbamgbam ndị na-esighị ike maọbụ ihe ndị na-emebi emebi.,Iska mai ƙarfi na iya ɗaga rufin da ba shi da ƙarfi. Duba gidanku don gano fallen kwanon da bai ɗauru sosai ba ko ginin da ke da matsala.,Ẹ̀fúùfù líle lè gbé àwọn òrùlé tí kò lágbára sókè. Ṣàyẹ̀wò ilé rẹ kó o lè rí i bóyá àwọn aṣọ ìnura tàbí àwọn nǹkan tí kò dúró sójú kan wà níbẹ̀.
"Trees near power lines may fall during storms. If you notice any leaning trees, report them before they become a hazard.","Osisi ndị dịdebere eriri ọkụ eletrik nwere ike ịda n'oge ebili mmiri. Ọ bụrụ na ị hụ osisi ọbụla na-achọ ịda, kọọrọ mmadụ tupu ha aghọọ ihe ize ndụ.","Itatuwan da ke kusa da wayoyi wuta na iya faɗowa yayin guguwa. Idan kuka ga bishiya tana lanƙwashe, sanar kafin abin ya zama matsala.","Àwọn igi tó wà nítòsí ìmọ́lẹ̀ lè wó nígbà tí ìjì bá ń jà. Tó o bá rí i pé igi kan ti ń wọ́ tì sẹ́gbẹ̀ẹ́ kan, kíá lọ sọ fún wọn kí wọ́n tó di ewu."
"Soil erosion is damaging farmlands. If you farm on a slope, use sandbags or plant cover crops to protect the soil.","Ozize na-emebi ugbo. Ọ bụrụ na ị na-akọ ugbo n'elu ugwu, jiri akpa ájá maọbụ kụọ ihe ọkụkụ ga-emechi ajaala.","Zaizayar ƙasa na lalata gonaki. Idan kuna noma akan gangara, ku saka buhunan yashi ko ku shuka ciyawa mai lulluɓewa don kare ƙasa.","Ọ̀nà tí ilẹ̀ ń gbà jẹrà ń ba àwọn ilẹ̀ oko jẹ́. Tó bá jẹ́ pé orí òkè ni o ti ń ṣiṣẹ́, lo àpò iyẹ̀pẹ̀ tàbí kó o gbin àwọn ohun ọ̀gbìn tí wọ́n fi ń bo ilẹ̀ mọ́lẹ̀ láti dáàbò bo ilẹ̀ náà."
"Landslides are possible in hilly areas after heavy rain. If you notice cracks in the soil, move to a safer location.","Nnukwu mmiri ozuzo zosịa, a na-ahụkarị ka ikuku na-ebugasị ihe . Ọ bụrụ na ị chọpụta mgbawa n'ajaala, gaa ebe ka mma.","Zabtarewar ƙasa na iya faruwa a yankunan tsaunuka bayan ruwan sama mai yawa. Idan kuka ga ƙasa ta tsage, koma inda ya fi aminci.","Ìmìtìtì ilẹ̀ lè ṣẹlẹ̀ láwọn àgbègbè olókè lẹ́yìn òjò líle. Tó o bá kíyè sí i pé ilẹ̀ ti fọ́, lọ síbi tí kò fi bẹ́ẹ̀ léwu."
Farming too close to riverbanks increases erosion. Protect your land by planting trees along the edges.,Ịrụ ọrụ ugbo n'ebe debere ikpere osimiri na-ebute ozize. Chebe ala gị site n'ịkụ osisi n'akụkụ ya.,Yin noma kusa da gaɓar kogi yana ƙara zaizayar ƙasa. Shuka itatuwa a iyakokinta don kare gonar.,"Tí wọ́n bá ń dáko nítòsí odò, ó máa ń jẹ́ kí ilẹ̀ túbọ̀ ba ilẹ̀ jẹ́. Máa gbin àwọn igi sí etí ilẹ̀ rẹ kó o lè dáàbò bo ilẹ̀ rẹ."
Heavy winds can blow down billboards. Avoid standing near large signs during storms.,Oké ifufe pụrụ ịkwatu bọọdụ mkpọsa ngwá ahịa. Zere iguzo n'akụkụ akwụkwọ ozi n'oge ebili mmiri.,Iska mai ƙarfi na iya kayar da allunan talla. Guji tsayawa kusa da manyan alluna yayin guguwa.,Ẹ̀fúùfù líle lè wó àwọn pátákó ìpolówó ọjà lulẹ̀. Má ṣe dúró nítòsí àwọn àmì ńlá nígbà tí ìjì ń jà.
"Severe storms may cut off electricity. If you use solar power, charge your batteries ahead of time.","Oké ebili mmiri nwere ike ime ka e were ọkụ. Ọ bụrụ na ị na-eji ọkụ anwụ, tinye ya n'ọkụ n'oge.","Guguwa mai tsanani na iya katse wutar lantarki. Idan kuna amfani da wutar hasken rana, yi caji da wuri.","Ìjì líle lè dá iná mànàmáná dúró. Tó o bá ń lo agbára oòrùn, máa fi batiri kún un ṣáájú àkókò."
Road collapses are common in erosion-prone areas. Check for cracks or sinking ground on familiar routes.,Mmebi okporo ụzọ bụ ihe a na-ahụkarị n'ebe nwere ozize. Lelee ma è nwere ebe gbawara agbawa maọbụ ala na-emi emi n'okporo ụzọ ndị ị maara nke ọma.,Hanyoyi na yawan rushewa a wuraren da ke da yiwuwar zaizayar ƙasa. Duba ƙasa don tsagewa ko rushewa a hanyoyin da ka sani.,Ọ̀pọ̀ ìgbà ló máa ń ṣẹlẹ̀ pé kí ojú ọ̀nà wó lulẹ̀ láwọn àgbègbè tí ilẹ̀ ti máa ń bà jẹ́. Wá àwọn ibi tó ti ń ya pàǹtírí tàbí ibi tó ti ń wọ́ tìrítìrí lójú ọ̀nà tó o ti máa ń rìn.
"If heavy rain is washing away your farmland, plant vetiver grass. It helps prevent soil loss.","Ọ bụrụ na oké mmiri ozuzo na-ekpochapụ ala ubi gị, kụọ ahịhịa vetiva. Ọ na-enye aka igbochi nsachapụ ajaala.","Idan ruwan sama na ɗebe gonarka, shuka ciyawar gyaran ƙasa. Tana taimakawa wurin hana ɓacewar ƙasa.","Bí òjò bá ń rọ̀ gan-an tó sì ń gbá ilẹ̀ oko rẹ lọ, gbin koríko vetiver. Ó máa ń dènà pé kí ilẹ̀ má ṣòfò."
"Coastal erosion is affecting fishing villages. If you live near the sea, follow updates on shoreline protection projects.","Ozize na-emetụta obodo nta ndị na-akụ azụ̀. Ọ bụrụ na ị bi n'akụkụ oké osimiri, na-eso ozi banyere ihe ndị a na-eme iji chebe ụsọ oké osimiri.","Zaizayar ƙasa na bakin teku na shafar ƙauyukan masunta. Idan kuna kusa da teku, bi bayanan kariyar bakin gaɓar ruwa.","Ìgbẹ́ òkun ń ba àwọn abúlé àwọn apẹja jẹ́. Tó o bá ń gbé nítòsí òkun, máa kíyè sí àwọn ìsọfúnni tó ń jáde lórí àwọn ohun tó ń dáàbò bo etíkun."
"Cattle herders may be moving south due to drought. Farmers, be aware of potential conflicts over grazing land.","O nwere ike ịbụ na ndị na-azụ ehi na-akwaga n'ebe ndịda n'ihi ụkọ mmiri ozuzo. Ndị ọrụ ugbo, kpacharanụ anya maka esemokwu ndị nwere ike ibilite n'ihi ebe ịta nri.","Makiyaya na iya ƙaura zuwa kudu saboda fari. Manoma, ku kula da yiwuwar rikici a kan kiwo.","Ó ṣeé ṣe kí àwọn darandaran máa ṣí lọ sí ìhà gúúsù nítorí ọ̀dá. Ẹ̀yin àgbẹ̀, ẹ máa ṣọ́ra fún ìjà tó lè wáyé lórí ilẹ̀ ìjẹko."
